PONumber,PODate,VendorAcct,VendorName,ExpReceiveDate,DateReceived,SpecialInstructions1,SpecialInstructions2,MiscChgDesc,MiscChgAmt,SpecialInstructions3,WHCode,WHDescription,ApprovedBy,ConfirmationNum,NumOrderLines,PurchTotal,TaxableAmt,SalesTaxAmt,FreightAmt,PpdDeposit,TotalDue,CODAmount,TotalShipCubes,TaxAreaCode,TotalShipWgt,TaxAreaDescription,TaxRate,POPendingFlag,StatusCode,Status,POIssuedFlag,IssuedByUser,PODateIssued,POIssueMethod,POPrintedFlag,POReceivedFlag,ReceivedByUser,TransType,TransSource,FiscalYear,PostPeriod,PostPass,PostedFlag,IsBackorderFlag,POInvoicedFlag,InvcNum,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,POCountry,POContactName,POTelephone,POFax,Terms,CODFlag,TaxFlag,Carrier,FrtPpdCol,MinPOAmt,MinPOWgt,MinPOCubes,ShipVendorName,ShipAddress1,ShipAddress2,ShipCity,ShipState,ShipZip,ShipAttention,ShipTelephone,EnteredTimeStamp,EnteredByUser,LastModifyTimeStamp,LastModifiedByUser
205515,7/26/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,7/29/2013,,,,,0,*MAIN,Main Warehouse,,,16,1428.15,0,0,0,0,1428.15,0,73.2,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/26/2013,Call,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,17001137-00,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/26/2013 2:40:37 PM,LILA,7/26/2013 6:05:40 PM,LILA
205516,7/26/2013,INDUSC,"SOUTHEAST RIGGING, INC.",,7/29/2013,,,,,0,*MAIN,Main Warehouse,,,1,105.69,0,0,0,0,105.69,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,7/26/2013,USMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,120012,"SOUTHEAST RIGGING, INC.",1645 JESSIE STREET,,JACKSONVILLE,FL,32206,,MIKE,904-355-3423,904-354-6952,N30,N,N,PICKUP,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/26/2013 2:45:48 PM,JOHN,7/26/2013 2:54:41 PM,JOHN
205523,7/29/2013,RITSAF,RITZ SAFETY EQUIPMENT,,7/29/2013,,,,,0,*MAIN,Main Warehouse,,,1,57.5,0,0,0,0,57.5,0,0,0,,(UnAssigned),0,Y,R,Received,N,,7/29/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,1491275,RITZ SAFETY EQUIPMENT,,4456 PHILIPS HIGHWAY,JACKSONVILLE,FL,32207,,,904-733-6006,,N30,N,N,THEIR TRUCK,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/29/2013 11:49:49 AM,JOHN,7/29/2013 11:49:49 AM,JOHN
205375,6/27/2013,GORPAP,GORDON PAPER COMPANY,,7/27/2013,PLEASE CONFIRM LEAD TIME AND,RECEIPT OF PO - THANK YOU!,,,0,*MAIN,Main Warehouse,,,1,2800,0,0,0,0,2800,0,6500,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/10/2013,Call,N,Y,LILA,PO,PO,2013,7,2,Y,N,Y,205996,GORDON PAPER COMPANY,5713 WARD AVENUE,,VIRGINIA BEACH,VA,23455,,CUSTOMER SERVICE,1-800-457-7366,1-757-363-9355,N30,N,N,Best Way,P,0,0,0,THE SUDDATH COMPANIES,ATTN: YAMINAH PETERSON,4850 LB MCLEOD ROAD,ORLANDO,FL,32811,,904-355-2033,6/27/2013 3:02:31 PM,LILA,7/27/2013 12:11:32 PM,LILA
205390-1,7/2/2013,OKLRIG,"ORS NASCO, INC.",,7/26/2013,,,,,0,*MAIN,Main Warehouse,,,1,20.48,0,0,0,0,20.48,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/2/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,11278803-01,"ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,,,800/678-6577,1-918-682-5936,N30,N,N,BEST WAY,P,100,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/3/2013 11:01:26 PM,DBQ,,
205502,7/24/2013,ADHTAP,ADHESIVE TAPE PRODUCTS,,7/26/2013,NEED BY FRIDAY 7/26,,,,0,*MAIN,Main Warehouse,,,1,146.88,0,0,0,0,146.88,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/24/2013,FAX,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,IN13071553,ADHESIVE TAPE PRODUCTS,11260 N.W. 91 STREET,,MIAMI,FL,33178,,CUSTOMER SERVICE,1-800-327-6745,1-888-887-8997,N30,N,N,BEST WAY,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/24/2013 9:31:55 AM,LILA,7/24/2013 9:31:55 AM,LILA
205506,7/25/2013,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,7/26/2013,,,,,0,*MAIN,Main Warehouse,,,15,2328.99,0,0,0,0,2328.99,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/25/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,292696523,AMSAN,801 W BAY ST,,JACKSONVILLE,FL,32204,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/25/2013 9:16:39 AM,JACKIE,7/25/2013 2:42:01 PM,JACKIE
205510,7/25/2013,DADEP100,DADE PAPER,,7/26/2013,,,,,0,*MAIN,Main Warehouse,,,11,576.94,0,0,0,0,576.94,576.94,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/25/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,536412,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490,904-783-4181,COD,Y,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/25/2013 4:11:47 PM,LILA,7/25/2013 6:07:52 PM,LILA
205511,7/25/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,7/26/2013,****REVISED********,FRIDAY DELIVERY,THANK YOU! ***ADDED 12SN****,,0,*MAIN,Main Warehouse,,,7,938.47,0,0,0,0,938.47,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/25/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,9774929,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,JOHN FARHAT,904-705-2882,,N30,N,N,Best Way,P,750,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/25/2013 4:27:19 PM,LILA,7/25/2013 4:30:46 PM,LILA
205512,7/26/2013,FLOHAR,FLORIDA HARDWARE CO.,,7/26/2013,,,,,0,*MAIN,Main Warehouse,,,1,56.24,0,0,0,0,56.24,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,7/26/2013,USMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,1326286,FLORIDA HARDWARE CO.,P.O. BOX 6759,ACCT #3132,JACKSONVILLE,FL,32236,,CLINT EXT 2018    acct3132,904/783-1650,,N30,N,N,PICKUP,P,25,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/26/2013 8:25:39 AM,JOHN,7/26/2013 11:35:47 AM,JOHN
205513,7/26/2013,PASCH100,PASCHAL BROTHERS HARDWARE CO.,,7/26/2013,,,,,0,*MAIN,Main Warehouse,,,1,5.4,0,0,0,0,5.4,0,0,0,,(UnAssigned),0,Y,R,Received,N,,7/26/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,152015,PASCHAL BROTHERS HARDWARE CO.,1118 NORTH MYRTLE AVENUE,,JACKSONVILLE,FL,32204-1099,,COREY,904-354-3566,904-355-1245,N10,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/26/2013 8:48:05 AM,JOHN,7/26/2013 8:48:05 AM,JOHN
205315,6/13/2013,DADEP100,DADE PAPER,,7/25/2013,PLEASE CONFIRM LEAD TIME,THANK YOU!,,,0,*MAIN,Main Warehouse,,,1,66.64,0,0,0,0,66.64,66.64,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,6/13/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,550353,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490,904-783-4181,COD,Y,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,6/13/2013 6:11:36 PM,LILA,6/13/2013 6:11:36 PM,LILA
205367,6/26/2013,GORPAP,GORDON PAPER COMPANY,,7/25/2013,PLEASE CONFIRM - THANKS!,,,,0,*MAIN,Main Warehouse,,,1,3800,0,0,0,0,3800,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/25/2013,Call,N,Y,LILA,PO,PO,2013,7,2,Y,N,Y,206105,GORDON PAPER COMPANY,5713 WARD AVENUE,,VIRGINIA BEACH,VA,23455,,CUSTOMER SERVICE,1-800-457-7366,1-757-363-9355,N30,N,N,Best Way,P,0,0,0,STEWART MOVING AND STORAGE,6580 WEST 5TH STREET,,JACKSONVILLE,FL,32254,RAFAEL DELACRUZ,904-783-0715,6/26/2013 3:05:08 PM,LILA,7/25/2013 7:02:35 PM,LILA
205437,7/10/2013,QUALI100,QUALITY PACKAGING CORPORATION,,7/25/2013,,,,,0,*MAIN,Main Warehouse,,,1,2033.28,0,0,0,0,2033.28,0,4147.2,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/10/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,3841,QUALITY PACKAGING CORPORATION,P.O. BOX 7004,,HIGH POINT,NC,27264,,ROBIN DEW,904-655-8206,1-866-435-9127,130,N,N,Best Way,P,3000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/10/2013 1:17:19 PM,JACKIE,7/11/2013 2:52:50 PM,JACKIE
205494,7/23/2013,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,7/25/2013,,,,,0,*MAIN,Main Warehouse,,,1,37.88,0,0,0,0,37.88,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/23/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,292594546,AMSAN,801 W BAY ST,,JACKSONVILLE,FL,32204,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/23/2013 10:02:30 AM,JACKIE,7/23/2013 3:13:38 PM,JACKIE
205508,7/25/2013,PASCH100,PASCHAL BROTHERS HARDWARE CO.,,7/25/2013,,,,,0,*MAIN,Main Warehouse,,,1,138,0,0,0,0,138,0,0,0,,(UnAssigned),0,Y,R,Received,N,,7/25/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,152004,PASCHAL BROTHERS HARDWARE CO.,1118 NORTH MYRTLE AVENUE,,JACKSONVILLE,FL,32204-1099,,COREY,904-354-3566,904-355-1245,N10,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/25/2013 1:19:32 PM,JOHN,7/25/2013 1:19:32 PM,JOHN
205445-1,7/11/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,7/24/2013,,,,,0,*MAIN,Main Warehouse,,,1,42,0,0,0,0,42,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/11/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,9770663,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,JOHN FARHAT,904-705-2882,,N30,N,N,Best Way,P,750,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/11/2013 11:04:51 PM,DBQ,,
205458,7/14/2013,HANDG100,HANDGARDS INC.,,7/24/2013,****REVISED***DO NOT DUPLICATE,PLEASE CONFIRM - THANK YOU,PREPAID FRT PER CECILIA,,0,*MAIN,Main Warehouse,,,1,5994.95,0,0,0,0,5994.95,0,1979.38,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/15/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,628890,HANDGARDS INC.,901 HAWKINS BLVD,,EL PASO,TX,79915-1202,,SHANNON BROWNLOW,1-915-774-1237,1-888-830-6407,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/14/2013 11:52:07 PM,LILA,7/15/2013 5:15:37 PM,LILA
205446-2,7/11/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,7/24/2013,,,,,0,*MAIN,Main Warehouse,,,4,19.88,0,0,0,0,19.88,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/11/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,16928442-03,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/17/2013 11:04:10 PM,DBQ,,
205470-1,7/16/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,7/24/2013,PLEASE CONFIRM - THANKS!,NEED EARLY AM,,,0,*MAIN,Main Warehouse,,,2,130.94,0,0,0,0,130.94,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/16/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,9772108,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,JOHN FARHAT,904-705-2882,,N30,N,N,Best Way,P,750,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/17/2013 11:05:16 PM,DBQ,,
205471-1,7/16/2013,DADEP100,DADE PAPER,,7/24/2013,PLEASE CONFIRM - EARLY AM DEL,THANK YOU!,,,0,*MAIN,Main Warehouse,,,5,59.5,0,0,0,0,59.5,59.5,0,0,,(UnAssigned),0,N,R,Received,N,,7/16/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,530623,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490,904-783-4181,COD,Y,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/17/2013 11:06:45 PM,DBQ,,
205479,7/18/2013,UNISOU,VERITIV OPERATING COMPANY,,7/24/2013,NEED ASAP - PLEASE ADVISE ETA,AND WHEN PRODUCT IS IN,THANK YOU!,,0,*MAIN,Main Warehouse,,,1,433.2,0,0,0,0,433.2,0,210,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/18/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,483-70766429,UNISOURCE WORLDWIDE INC,,P.O. BOX 409884,ATLANTA,GA,30384,,JOHN NANCE,904-348-8120,,CC,N,N,THEIR TRUCK/PICKUP,P,2000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/18/2013 12:55:34 PM,LILA,7/18/2013 12:55:34 PM,LILA
205490,7/22/2013,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,7/24/2013,,,,,0,*MAIN,Main Warehouse,,,2,241.02,0,0,0,0,241.02,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/22/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,292498847,AMSAN,801 W BAY ST,,JACKSONVILLE,FL,32204,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/22/2013 4:24:51 PM,JACKIE,7/22/2013 4:26:37 PM,JACKIE
205492,7/22/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,7/24/2013,,,,,0,*MAIN,Main Warehouse,,,23,1166.31,0,0,0,0,1166.31,0,20,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/23/2013,Call,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,16981633-00,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/23/2013 12:14:20 AM,LILA,7/23/2013 3:24:43 PM,LILA
205501,7/23/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,7/24/2013,PLEASE CONFIRM - THANK YOU!,,,,0,*MAIN,Main Warehouse,,,34,2666.54,0,0,0,0,2666.54,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/23/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,9774105,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,JOHN FARHAT,904-705-2882,,N30,N,N,Best Way,P,750,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/23/2013 4:31:32 PM,LILA,7/23/2013 5:05:16 PM,LILA
205425,7/9/2013,LOWES100,LOWE'S HOME CENTER,,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,1,35.64,0,0,0,0,35.64,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/9/2013,Call,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,14496842,LOWE'S HOME CENTER,5155 LENOX AVNUE,,JACKSONVILLE,FL,32205,,,904-486-1260,,CC,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/9/2013 8:38:18 PM,LILA,7/9/2013 8:38:18 PM,LILA
205387-2,7/1/2013,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,1,36.98,0,0,0,0,36.98,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/1/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,292402625,AMSAN,801 W BAY ST,,JACKSONVILLE,FL,32204,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/11/2013 11:04:16 PM,DBQ,,
205474,7/17/2013,OKLRIG,"ORS NASCO, INC.",,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,8,476.15,0,0,0,0,476.15,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,7/17/2013,FAX,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,"11341858,858-01","ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,,,800/678-6577,1-918-682-5936,N30,N,N,BEST WAY,P,100,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/17/2013 2:10:24 PM,JOHN,7/22/2013 2:47:36 PM,JOHN
205450-1,7/11/2013,TRADE100,CARDINAL HEALTH (TRADEX),,7/23/2013,PLEASE CONFIRM - THANK YOU!,,,,0,*MAIN,Main Warehouse,,,1,782,0,0,0,0,782,0,0,0,,(UnAssigned),0,N,R,Received,N,,7/11/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,Y,Y,0226405-IN,"TRADEX INTERNATIONAL, INC.",5300 TRADEX PARKWAY,,CLEVELAND,OH,44102,,TOM HARMON,904-287-3797,1-561-547-8506,N30,N,N,Best Way,P,0,0,100,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/18/2013 11:01:40 PM,DBQ,,
205486,7/22/2013,POSPAP,POS PAPER,,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,2,87.65,0,0,0,0,87.65,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,7/22/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,9111,POS PAPER,6740 BROADWAY AVE.SUITE D,,JACKSONVILLE,FL,32254,,JASON O'NEIL,904-737-9989,904-737-9022,CC,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/22/2013 10:54:14 AM,JACKIE,7/22/2013 12:47:13 PM,JACKIE
205487,7/22/2013,APINTE,APPLIED INDUSTRIAL TECH.,,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,1,396.72,0,0,0,0,396.72,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,7/22/2013,USMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,26619901,APPLIED INDUSTRIAL TECH.,7037 COMMONWEALTH AVE.,SUITE 26,JACKSONVILLE,FL,32220,,,904/693-9978,904-695-4223,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/22/2013 2:21:33 PM,JOHN,7/22/2013 2:21:33 PM,JOHN
205488,7/22/2013,MOTIND,MOTION INDUSTRIES,,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,1,173.5,0,0,0,0,173.5,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,7/22/2013,USMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,FL32-671117,MOTION INDUSTRIES,401 HECKSCHER DRIVE,,JACKSONVILLE,FL,32218,,JIMMY COLLINS,904/757-5080,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/22/2013 2:23:14 PM,JOHN,7/22/2013 2:23:14 PM,JOHN
205489,7/22/2013,DADEP100,DADE PAPER,,7/23/2013,PLEASE CONFIRM - EARLY AM PLS,THANK YOU! :),,,0,*MAIN,Main Warehouse,,,12,646.24,0,0,6,0,652.24,652.24,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/22/2013,EMail,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,527652,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490,904-783-4181,COD,Y,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/22/2013 4:18:08 PM,LILA,7/23/2013 12:29:26 AM,LILA
205491,7/22/2013,UNISOU,VERITIV OPERATING COMPANY,,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,10,2314.85,0,0,0,0,2314.85,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/22/2013,Call,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,483-70767063,UNISOURCE WORLDWIDE INC,,P.O. BOX 409884,ATLANTA,GA,30384,,JOHN NANCE,904-348-8120,,CC,N,N,THEIR TRUCK/PICKUP,P,2000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/22/2013 4:37:40 PM,LILA,7/22/2013 4:37:40 PM,LILA
205493,7/23/2013,RITSAF,RITZ SAFETY EQUIPMENT,,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,1,31,0,0,0,0,31,0,0,0,,(UnAssigned),0,Y,R,Received,N,,7/23/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,1490676,RITZ SAFETY EQUIPMENT,,4456 PHILIPS HIGHWAY,JACKSONVILLE,FL,32207,,,904-733-6006,,N30,N,N,THEIR TRUCK,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/23/2013 8:48:29 AM,JOHN,7/23/2013 8:48:29 AM,JOHN
205495,7/23/2013,PARSTE,PARLIMENT BUILDING PRODUC,,7/23/2013,OUR DRIVER WILL PICK UP,THIS AFTERNOON (7/23),,,0,*MAIN,Main Warehouse,,,1,138.6,0,0,0,0,138.6,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/23/2013,FAX,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,167077,PARLIMENT BUILDING PRODUC,3031 WESTSIDE BLVD,,JACKSONVILLE,FL,32209,,SCOTT,904/387-8444,904-387-8465,N20,N,N,CPU,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/23/2013 10:11:07 AM,LILA,7/23/2013 10:11:07 AM,LILA
205496,7/23/2013,T&TMAN,"T&T MANUFACTURING, INC.",,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,1,133.75,0,0,0,0,133.75,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,7/23/2013,FAX,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,62123,"T&T MANUFACTURING, INC.",,5901 WEST BEAVER STREET,JACKSONVILLE,FL,32254,,KIM/KATHY,904/786-0027,904-786-0240,N30,N,N,PICKUP,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/23/2013 10:47:45 AM,LILA,7/23/2013 10:47:45 AM,LILA
205497,7/23/2013,SUNBAT,SUNN BATTERY,,7/23/2013,,,,,0,*MAIN,Main Warehouse,,,1,4.2,0,0,0,0,4.2,0,0,0,,(UnAssigned),0,Y,R,Received,N,,7/23/2013,,N,Y,JOHN,PO,PO,2013,7,2,Y,N,Y,436273,SUNN BATTERY,,1313 W. ADAMS STREET,JACKSONVILLE,FL,32204,,,904/354-4508,904-358-7753,N30,N,N,PICKUP,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/23/2013 11:29:31 AM,JOHN,7/23/2013 11:29:31 AM,JOHN
